ent,mun,est,icpth
14,49,3,32534.688
14,49,4,46112.794
14,49,5,10.496
14,50,1,60491.257
14,50,2,4952.884
14,50,3,52344.488
14,50,4,68638.026
14,50,5,8.188
14,51,1,52630.856
14,51,2,5493.504
14,51,3,43594.847
14,51,4,61666.866
14,51,5,10.438
14,52,1,49095.233
14,52,2,5171.495
14,52,3,40588.881
14,52,4,57601.585
14,52,5,10.534
14,53,1,65120.005
14,53,2,4878.961
14,53,3,57094.828
14,53,4,73145.181
14,53,5,7.492
14,54,1,53782.151
14,54,2,5651.018
14,54,3,44487.053
14,54,4,63077.249
14,54,5,10.507
14,55,1,57271.287
14,55,2,5975.507
14,55,3,47442.454
14,55,4,67100.121
14,55,5,10.434
14,56,1,39842.206
14,56,2,4209.982
14,56,3,32917.402
14,56,4,46767.011
14,56,5,10.567
14,57,1,54702.121
14,57,2,5725.251
14,57,3,45284.922
14,57,4,64119.321
14,57,5,10.466
14,58,1,59244.927
14,58,2,6193.047
14,58,3,49058.271
14,58,4,69431.583
14,58,5,10.453
14,59,1,59797.173
14,59,2,6275.733
14,59,3,49474.512
14,59,4,70119.835
14,59,5,10.495
14,60,1,48456.774
14,60,2,5124.225
14,60,3,40028.174
14,60,4,56885.373
14,60,5,10.575
14,61,1,37720.208
14,61,2,4082.751
14,61,3,31004.681
14,61,4,44435.735
14,61,5,10.824
14,62,1,58307.577
14,62,2,5027.751
14,62,3,50037.663
14,62,4,66577.491
14,62,5,8.623
14,63,1,62807.214
14,63,2,5034.086
14,63,3,54526.88
14,63,4,71087.547
14,63,5,8.015
14,64,1,46979.473
14,64,2,3861.947
14,64,3,40627.135
14,64,4,53331.81
14,64,5,8.22
14,65,1,53620.253
14,65,2,5586.699
14,65,3,44430.951
14,65,4,62809.555
14,65,5,10.419
14,66,1,56440.447
14,66,2,5912.592
14,66,3,46715.098
14,66,4,66165.796
14,66,5,10.476
14,67,1,78460.426
14,67,2,5202.13
14,67,3,69903.684
14,67,4,87017.169
14,67,5,6.63
14,68,1,49778.494
14,68,2,4204.409
14,68,3,42862.856
14,68,4,56694.131
14,68,5,8.446
14,69,1,46813.559
14,69,2,4987.098
14,69,3,38610.512
14,69,4,55016.605
14,69,5,10.653
14,70,1,65297.975
14,70,2,6837.776
14,70,3,54050.835
14,70,4,76545.116
14,70,5,10.472
14,71,1,53892.23
14,71,2,5701.043
14,71,3,44514.848
14,71,4,63269.611
14,71,5,10.579
14,72,1,48015.513
14,72,2,5039.343
14,72,3,39726.531
14,72,4,56304.496
14,72,5,10.495
14,73,1,66275.381
14,73,2,6176.949
14,73,3,56115.204
14,73,4,76435.558
14,73,5,9.32
14,74,1,56332.116
14,74,2,5888.969
14,74,3,46645.624
14,74,4,66018.608
14,74,5,10.454
14,75,1,47960.028
14,75,2,5031.677
14,75,3,39683.657
14,75,4,56236.4
14,75,5,10.491
14,76,1,42985.251
14,76,2,4506.783
14,76,3,35572.253
14,76,4,50398.25
14,76,5,10.484
14,77,1,60725.588
14,77,2,6333.634
14,77,3,50307.687
14,77,4,71143.488
14,77,5,10.43
14,78,1,65707.822
14,78,2,6838.386
14,78,3,54459.678
14,78,4,76955.965
14,78,5,10.407
14,79,1,56772.711
14,79,2,5916.318
14,79,3,47041.234
14,79,4,66504.188
14,79,5,10.421
14,80,1,52258.802
14,80,2,5476.199
14,80,3,43251.256
14,80,4,61266.348
14,80,5,10.479
14,81,1,39431.681
14,81,2,3347.455
14,81,3,33925.608
14,81,4,44937.754
14,81,5,8.489
14,82,1,60947.417
14,82,2,6346.67
14,82,3,50508.075
14,82,4,71386.76
14,82,5,10.413
14,83,1,67776.485
14,83,2,5320.33
14,83,3,59025.32
14,83,4,76527.649
14,83,5,7.85
14,84,1,54139.919
14,84,2,5662.962
14,84,3,44825.176
14,84,4,63454.663
14,84,5,10.46
14,85,1,77651.793
14,85,2,6397.306
14,85,3,67129.162
14,85,4,88174.425
14,85,5,8.238
14,86,1,59180.834
14,86,2,6233.617
14,86,3,48927.446
14,86,4,69434.222
14,86,5,10.533
14,87,1,51648.521
14,87,2,5404.296
14,87,3,42759.244
14,87,4,60537.797
14,87,5,10.464
14,88,1,60952.54
14,88,2,6358.731
14,88,3,50493.358
14,88,4,71411.721
14,88,5,10.432
14,89,1,56837.98
14,89,2,4858.826
14,89,3,48845.922
14,89,4,64830.038
14,89,5,8.549
14,90,1,62265.488
14,90,2,5280.75
14,90,3,53579.426
14,90,4,70951.549
14,90,5,8.481
14,91,1,53214.393
14,91,2,5543.117
14,91,3,44096.777
14,91,4,62332.01
14,91,5,10.417
14,92,1,57159.75
14,92,2,5987.086
14,92,3,47311.869
14,92,4,67007.63
14,92,5,10.474
14,93,1,73237.383
14,93,2,7650.014
14,93,3,60654.23
14,93,4,85820.537
14,93,5,10.446
14,94,1,68255.108
14,94,2,5618.277
14,94,3,59013.864
14,94,4,77496.351
14,94,5,8.231
14,95,1,56256.882
14,95,2,5883.844
14,95,3,46578.82
14,95,4,65934.944
14,95,5,10.459
14,96,1,49110.654
14,96,2,5114.11
14,96,3,40698.691
14,96,4,57522.616
14,96,5,10.413
14,97,1,69437.552
14,97,2,5403.862
14,97,3,60548.99
14,97,4,78326.115
14,97,5,7.782
14,98,1,76275.699
14,98,2,4634.085
14,98,3,68653.307
14,98,4,83898.091
14,98,5,6.075
14,99,1,50413.421
14,99,2,5271.509
14,99,3,41742.56
14,99,4,59084.281
14,99,5,10.457
14,100,1,49957.046
14,100,2,4087.385
14,100,3,43233.897
14,100,4,56680.196
14,100,5,8.182
14,101,1,68592.169
14,101,2,3112.196
14,101,3,63473.062
14,101,4,73711.277
14,101,5,4.537
14,102,1,57288.695
14,102,2,5985.67
14,102,3,47443.143
14,102,4,67134.247
14,102,5,10.448
14,103,1,51083.344
14,103,2,5313.503
14,103,3,42343.409
14,103,4,59823.279
14,103,5,10.402
14,104,1,50747.304
14,104,2,5340.168
14,104,3,41963.508
14,104,4,59531.099
14,104,5,10.523
14,105,1,59467.029
14,105,2,4938.499
14,105,3,51343.921
14,105,4,67590.137
14,105,5,8.305
14,106,1,62421.378
14,106,2,6636.515
14,106,3,51505.282
14,106,4,73337.473
14,106,5,10.632
14,107,1,54220.11
14,107,2,5675.449
14,107,3,44884.828
14,107,4,63555.392
14,107,5,10.467
14,108,1,55573.725
14,108,2,5776.105
14,108,3,46072.878
14,108,4,65074.572
14,108,5,10.394
14,109,1,58788.185
14,109,2,4881.308
14,109,3,50759.148
14,109,4,66817.221
14,109,5,8.303
14,110,1,59795.843
14,110,2,6249.091
14,110,3,49517.004
14,110,4,70074.682
14,110,5,10.451
14,111,1,64214.284
14,111,2,6957.866
14,111,3,52769.613
14,111,4,75658.955
14,111,5,10.835
14,112,1,62320.622
14,112,2,6527.357
14,112,3,51584.075
14,112,4,73057.169
14,112,5,10.474
14,113,1,60377.212
14,113,2,6321.413
14,113,3,49979.412
14,113,4,70775.012
14,113,5,10.47
14,114,1,58404.285
14,114,2,6092.161
14,114,3,48383.571
14,114,4,68424.998
14,114,5,10.431
14,115,1,46294.728
14,115,2,4868.697
14,115,3,38286.434
14,115,4,54303.022
14,115,5,10.517
14,116,1,48312.151
14,116,2,4026.879
14,116,3,41688.526
14,116,4,54935.777
14,116,5,8.335
14,117,1,51605.612
14,117,2,5483.879
14,117,3,42585.434
14,117,4,60625.79
14,117,5,10.627
14,118,1,56027.108
14,118,2,5858.773
14,118,3,46390.285
14,118,4,65663.931
14,118,5,10.457
14,119,1,62513.099
14,119,2,6524.321
14,119,3,51781.546
14,119,4,73244.652
14,119,5,10.437
14,120,1,85607.328
14,120,2,3899.321
14,120,3,79193.516
14,120,4,92021.14
14,120,5,4.555
14,121,1,58494.623
14,121,2,4864.409
14,121,3,50493.383
14,121,4,66495.864
14,121,5,8.316
14,122,1,43915.187
14,122,2,4598.822
14,122,3,36350.798
14,122,4,51479.577
14,122,5,10.472
14,123,1,60235.78
14,123,2,5012.444
14,123,3,51991.043
14,123,4,68480.518
14,123,5,8.321
14,124,1,62938.729
14,124,2,6585.73
14,124,3,52106.168
14,124,4,73771.291
14,124,5,10.464
14,125,1,61995.22
14,125,2,5218.522
14,125,3,53411.515
14,125,4,70578.926
14,125,5,8.418
15,0,1,57232.551
15,0,2,1415.285
15,0,3,54904.615
15,0,4,59560.488
15,0,5,2.473
15,1,1,31273.017
15,1,2,648.311
15,1,3,30206.64
15,1,4,32339.394
15,1,5,2.073
15,2,1,51699.481
15,2,2,5387.332
15,2,3,42838.108
15,2,4,60560.853
15,2,5,10.42
15,3,1,43770.056
15,3,2,4103.388
15,3,3,37020.583
15,3,4,50519.529
15,3,5,9.375
15,4,1,34128.316
15,4,2,2847.63
15,4,3,29444.382
15,4,4,38812.25
15,4,5,8.344
15,5,1,39506.426
15,5,2,3292.349
15,5,3,34090.994
15,5,4,44921.857
15,5,5,8.334
15,6,1,53953.668
15,6,2,5611.06
15,6,3,44724.295
15,6,4,63183.041
15,6,5,10.4
15,7,1,36945.265
15,7,2,1557.863
15,7,3,34382.808
15,7,4,39507.722
15,7,5,4.217
15,8,1,31301.904
15,8,2,2751.31
15,8,3,26776.403
15,8,4,35827.406
15,8,5,8.79
15,9,1,52919.835
15,9,2,5526.913
15,9,3,43828.872
15,9,4,62010.798
15,9,5,10.444
15,10,1,64062.912
15,10,2,6687.674
15,10,3,53062.667
15,10,4,75063.156
15,10,5,10.439
15,11,1,42488.462
15,11,2,3069.792
15,11,3,37439.103
15,11,4,47537.821
15,11,5,7.225
15,12,1,71239.767
15,12,2,7651.512
15,12,3,58654.15
15,12,4,83825.384
15,12,5,10.741
15,13,1,72074.59
15,13,2,6934.2
15,13,3,60668.845
15,13,4,83480.334
15,13,5,9.621
15,14,1,55616.141
15,14,2,5446.861
15,14,3,46656.852
15,14,4,64575.431
15,14,5,9.794
15,15,1,42508.272
15,15,2,4434.09
15,15,3,35214.843
15,15,4,49801.7
15,15,5,10.431
15,16,1,49137.84
15,16,2,5131.767
15,16,3,40696.834
15,16,4,57578.846
15,16,5,10.444
15,17,1,46542.89
15,17,2,4859.841
15,17,3,38549.163
15,17,4,54536.617
15,17,5,10.442
15,18,1,47775.397
15,18,2,3352.902
15,18,3,42260.363
15,18,4,53290.43
15,18,5,7.018
15,19,1,51146.798
15,19,2,4287.438
15,19,3,44094.59
15,19,4,58199.007
15,19,5,8.383
15,20,1,70605.916
15,20,2,6065.545
15,20,3,60628.982
15,20,4,80582.849
15,20,5,8.591
15,21,1,44842.291
15,21,2,3687.404
15,21,3,38777.051
15,21,4,50907.531
15,21,5,8.223
15,22,1,53097.926
15,22,2,5540.662
15,22,3,43984.348
15,22,4,62211.504
15,22,5,10.435
15,23,1,52081.28
15,23,2,5451.727
15,23,3,43113.987
15,23,4,61048.573
15,23,5,10.468
15,24,1,63619.844
15,24,2,4888.33
15,24,3,55579.256
15,24,4,71660.432
15,24,5,7.684
15,25,1,52475.675
15,25,2,4249.583
15,25,3,45485.732
15,25,4,59465.618
15,25,5,8.098
15,26,1,41561.685
15,26,2,3422.585
15,26,3,35932.034
15,26,4,47191.335
15,26,5,8.235
15,27,1,49391.87
15,27,2,4125.156
15,27,3,42606.591
15,27,4,56177.148
15,27,5,8.352
15,28,1,53442.54
15,28,2,5613.421
15,28,3,44209.284
15,28,4,62675.796
15,28,5,10.504
15,29,1,49238.029
15,29,2,2974.881
15,29,3,44344.785
15,29,4,54131.274
15,29,5,6.042
15,30,1,57456.649
15,30,2,6046.209
15,30,3,47511.519
15,30,4,67401.778
15,30,5,10.523
15,31,1,46246.498
15,31,2,3055.733
15,31,3,41220.263
15,31,4,51272.732
15,31,5,6.607
15,32,1,34905.674
15,32,2,3645.797
15,32,3,28908.872
15,32,4,40902.477
15,32,5,10.445
15,33,1,56040.701
15,33,2,2790.416
15,33,3,51450.875
15,33,4,60630.526
15,33,5,4.979
15,34,1,39250.139
15,34,2,4087.044
15,34,3,32527.55
15,34,4,45972.727
15,34,5,10.413
15,35,1,59050.057
15,35,2,4669.516
15,35,3,51369.388
15,35,4,66730.727
15,35,5,7.908
15,36,1,44371.311
15,36,2,4626.759
15,36,3,36760.969
15,36,4,51981.652
15,36,5,10.427
15,37,1,76720.401
15,37,2,7088.197
15,37,3,65061.353
15,37,4,88379.448
15,37,5,9.239
15,38,1,54152.631
15,38,2,4590.055
15,38,3,46602.663
15,38,4,61702.6
15,38,5,8.476
15,39,1,52504.821
15,39,2,3405.944
15,39,3,46902.542
15,39,4,58107.099
15,39,5,6.487
15,40,1,43841.723
15,40,2,3604.051
15,40,3,37913.587
15,40,4,49769.86
15,40,5,8.221
15,41,1,31480.622
15,41,2,3324.341
15,41,3,26012.568
15,41,4,36948.676
15,41,5,10.56
15,42,1,47962.595
15,42,2,4985.379
15,42,3,39762.376
15,42,4,56162.814
15,42,5,10.394
15,43,1,41869.155
15,43,2,4377.888
15,43,3,34668.169
15,43,4,49070.14
15,43,5,10.456
15,44,1,49185.356
15,44,2,5144.435
15,44,3,40723.513
15,44,4,57647.199
15,44,5,10.459
15,45,1,55916.548
15,45,2,4503.927
15,45,3,48508.247
15,45,4,63324.849
15,45,5,8.055
15,46,1,52046.44
15,46,2,4389.903
15,46,3,44825.693
15,46,4,59267.187
15,46,5,8.435
15,47,1,37977.384
15,47,2,3454.848
15,47,3,32294.666
15,47,4,43660.103
15,47,5,9.097
15,48,1,51406.287
15,48,2,5347.687
15,48,3,42610.124
15,48,4,60202.45
15,48,5,10.403
15,49,1,39420.956
15,49,2,4118.507
15,49,3,32646.615
15,49,4,46195.297
15,49,5,10.448
15,50,1,42984.465
15,50,2,4478.398
15,50,3,35618.157
15,50,4,50350.774
15,50,5,10.419
15,51,1,55973.253
15,51,2,3519.114
15,51,3,50184.825
15,51,4,61761.681
15,51,5,6.287
15,52,1,37211.675
15,52,2,858.369
15,52,3,35799.783
15,52,4,38623.567
15,52,5,2.307
15,53,1,55970.86
15,53,2,3122.14
15,53,3,50835.397
15,53,4,61106.324
15,53,5,5.578
15,54,1,70509.197
15,54,2,6142.473
15,54,3,60405.727
15,54,4,80612.666
15,54,5,8.712
15,55,1,55177.006
15,55,2,5753.776
15,55,3,45712.886
15,55,4,64641.126
15,55,5,10.428
15,56,1,40811.776
15,56,2,4256.628
15,56,3,33810.246
15,56,4,47813.306
15,56,5,10.43
15,57,1,78183.855
15,57,2,6375.862
15,57,3,67696.496
15,57,4,88671.214
15,57,5,8.155
15,58,1,54098.344
15,58,2,3153.97
15,58,3,48910.524
15,58,4,59286.163
15,58,5,5.83
15,59,1,44935.849
15,59,2,4690.307
15,59,3,37220.981
15,59,4,52650.718
15,59,5,10.438
15,60,1,55016.684
15,60,2,5191.465
15,60,3,46477.484
15,60,4,63555.883
15,60,5,9.436
15,61,1,53984.697
15,61,2,5675.817
15,61,3,44648.81
15,61,4,63320.585
15,61,5,10.514
15,62,1,58939.382
15,62,2,6136.608
15,62,3,48845.56
15,62,4,69033.203
15,62,5,10.412
15,63,1,37150.032
15,63,2,3879.978
15,63,3,30768.036
15,63,4,43532.028
15,63,5,10.444
15,64,1,48186.716
15,64,2,5282.774
15,64,3,39497.327
15,64,4,56876.106
15,64,5,10.963
15,65,1,53145.676
15,65,2,5608.129
15,65,3,43921.125
15,65,4,62370.228
15,65,5,10.552
15,66,1,36791.799
15,66,2,3876.627
15,66,3,30415.316
15,66,4,43168.283
15,66,5,10.537
15,67,1,46324.985
15,67,2,3739.944
15,67,3,40173.325
15,67,4,52476.645
15,67,5,8.073
15,68,1,46311.873
15,68,2,1971.448
15,68,3,43069.129
15,68,4,49554.617
15,68,5,4.257
15,69,1,50282.879
15,69,2,5639.19
15,69,3,41007.236
15,69,4,59558.521
15,69,5,11.215
15,70,1,50607.059
15,70,2,2264.293
15,70,3,46882.629
15,70,4,54331.489
15,70,5,4.474
15,71,1,56191.379
15,71,2,5894.261
15,71,3,46496.181
15,71,4,65886.576
15,71,5,10.49
15,72,1,49289.79
15,72,2,5124.42
15,72,3,40860.869
15,72,4,57718.711
15,72,5,10.397
15,73,1,51875.489
15,73,2,5399.488
15,73,3,42994.122
15,73,4,60756.856
15,73,5,10.409
15,74,1,34645.98
15,74,2,2786.088
15,74,3,30063.272
15,74,4,39228.687
15,74,5,8.042
15,75,1,51031.089
15,75,2,5333.552
15,75,3,42258.176
15,75,4,59804.002
15,75,5,10.452
15,76,1,58509.44
15,76,2,5217.815
15,76,3,49926.899
15,76,4,67091.982
15,76,5,8.918
15,77,1,34616.349
15,77,2,2923.333
15,77,3,29807.894
15,77,4,39424.804
15,77,5,8.445
15,78,1,36287.046
15,78,2,3801.296
15,78,3,30034.47
15,78,4,42539.621
15,78,5,10.476
15,79,1,53038.76
15,79,2,5528.838
15,79,3,43944.631
15,79,4,62132.89
15,79,5,10.424
15,80,1,35068.491
15,80,2,3675.359
15,80,3,29023.062
15,80,4,41113.919
15,80,5,10.481
15,81,1,56894.01
15,81,2,3353.82
15,81,3,51377.467
15,81,4,62410.552
15,81,5,5.895
15,82,1,34843.356
15,82,2,1321.863
15,82,3,32669.084
15,82,4,37017.627
15,82,5,3.794
15,83,1,51559.765
15,83,2,5402.317
15,83,3,42673.745
15,83,4,60445.786
15,83,5,10.478
15,84,1,43784.695
15,84,2,3586.56
15,84,3,37885.328
15,84,4,49684.062
15,84,5,8.191
15,85,1,31398.773
15,85,2,596.729
15,85,3,30417.241
15,85,4,32380.304
15,85,5,1.9
15,86,1,36521.434
15,86,2,3825.522
15,86,3,30229.009
15,86,4,42813.858
15,86,5,10.475
15,87,1,38736.171
15,87,2,3116.951
15,87,3,33609.243
15,87,4,43863.099
15,87,5,8.047
15,88,1,40901.259
15,88,2,1803.835
15,88,3,37934.215
15,88,4,43868.303
15,88,5,4.41
15,89,1,48950.994
15,89,2,5108.868
15,89,3,40547.653
15,89,4,57354.334
15,89,5,10.437
15,90,1,35684.077
15,90,2,1656.594
15,90,3,32959.223
15,90,4,38408.932
15,90,5,4.642
15,91,1,63946.153
15,91,2,6737.372
15,91,3,52864.162
15,91,4,75028.143
15,91,5,10.536
15,92,1,58160.571
15,92,2,6115.684
15,92,3,48101.165
15,92,4,68219.977
15,92,5,10.515
15,93,1,53239.593
15,93,2,5554.992
15,93,3,44102.444
15,93,4,62376.743
15,93,5,10.434
15,94,1,44312.017
15,94,2,4615.059
15,94,3,36720.92
15,94,4,51903.113
15,94,5,10.415
15,95,1,61541.176
15,95,2,3866.557
15,95,3,55181.255
15,95,4,67901.097
15,95,5,6.283
15,96,1,50282.676
15,96,2,5229.018
15,96,3,41681.707
15,96,4,58883.645
15,96,5,10.399
15,97,1,41080.862
15,97,2,4323.409
15,97,3,33969.487
15,97,4,48192.236
15,97,5,10.524
15,98,1,45434.699
15,98,2,4757.7
15,98,3,37608.979
15,98,4,53260.419
15,98,5,10.472
15,99,1,59275.149
15,99,2,5228.511
15,99,3,50675.014
15,99,4,67875.285
15,99,5,8.821
15,100,1,43719.63
15,100,2,3566.831
15,100,3,37852.715
15,100,4,49586.544
15,100,5,8.158
15,101,1,53738.032
15,101,2,4417.021
15,101,3,46472.679
15,101,4,61003.386
15,101,5,8.22
15,102,1,52272.572
15,102,2,5472.99
15,102,3,43270.304
15,102,4,61274.84
15,102,5,10.47
15,103,1,49514.318
15,103,2,4041.411
15,103,3,42866.788
15,103,4,56161.848
15,103,5,8.162
15,104,1,82979.034
15,104,2,7443.367
15,104,3,70735.785
15,104,4,95222.283
15,104,5,8.97
15,105,1,33506.138
15,105,2,3487.736
15,105,3,27769.322
15,105,4,39242.953
15,105,5,10.409
15,106,1,65798.036
15,106,2,4693.828
15,106,3,58077.375
15,106,4,73518.696
15,106,5,7.134
15,107,1,47620.669
15,107,2,4989.837
15,107,3,39413.117
15,107,4,55828.221
15,107,5,10.478
15,108,1,56946.792
15,108,2,4933.094
15,108,3,48832.574
15,108,4,65061.009
15,108,5,8.663
15,109,1,52732.928
15,109,2,2756.942
15,109,3,48198.163
15,109,4,57267.694
15,109,5,5.228
15,110,1,61680.577
15,110,2,1326.927
15,110,3,59497.976
15,110,4,63863.178
15,110,5,2.151
15,111,1,34245.858
15,111,2,3047.053
15,111,3,29233.902
15,111,4,39257.814
15,111,5,8.898
15,112,1,44415.471
15,112,2,3621.681
15,112,3,38458.337
15,112,4,50372.606
15,112,5,8.154
15,113,1,44911.208
15,113,2,2529.617
15,113,3,40750.359
15,113,4,49072.058
15,113,5,5.632
15,114,1,37375.827
15,114,2,3895.657
15,114,3,30968.041
15,114,4,43783.613
15,114,5,10.423
15,115,1,48021.678
15,115,2,5027.026
15,115,3,39752.956
15,115,4,56290.401
15,115,5,10.468
15,116,1,47078.98
15,116,2,4975.01
15,116,3,38895.816
15,116,4,55262.143
15,116,5,10.567
15,117,1,32138.815
15,117,2,1141.597
15,117,3,30261.055
15,117,4,34016.575
15,117,5,3.552
15,118,1,40590.114
15,118,2,1576.605
15,118,3,37996.83
15,118,4,43183.399
15,118,5,3.884
15,119,1,31543.958
15,119,2,2630.943
15,119,3,27216.442
15,119,4,35871.474
15,119,5,8.341
15,120,1,38297.21
15,120,2,875.43
15,120,3,36857.256
15,120,4,39737.164
15,120,5,2.286
15,121,1,80388.217
15,121,2,7250.143
15,121,3,68462.792
15,121,4,92313.642
15,121,5,9.019
15,122,1,46762
15,122,2,3704.937
15,122,3,40667.92
15,122,4,52856.08
15,122,5,7.923
15,123,1,37710.625
15,123,2,2887.613
15,123,3,32960.923
15,123,4,42460.326
15,123,5,7.657
15,124,1,31700.611
15,124,2,2189.187
15,124,3,28099.72
15,124,4,35301.503
15,124,5,6.906
15,125,1,51440.128
15,125,2,5385.005
15,125,3,42582.584
15,125,4,60297.673
15,125,5,10.468
16,0,1,56958.73
16,0,2,2771.282
16,0,3,52400.378
16,0,4,61517.083
16,0,5,4.865
16,1,1,45146.944
16,1,2,4712.972
16,1,3,37394.796
16,1,4,52899.092
16,1,5,10.439
16,2,1,40916.513
16,2,2,4273.444
16,2,3,33887.324
16,2,4,47945.702
16,2,5,10.444
16,3,1,62098.704
16,3,2,6628.662
16,3,3,51195.526
16,3,4,73001.883
16,3,5,10.674
16,4,1,41464.94
16,4,2,3452.618
16,4,3,35785.888
16,4,4,47143.992
16,4,5,8.327
16,5,1,38885.628
16,5,2,4060.113
16,5,3,32207.337
16,5,4,45563.92
16,5,5,10.441
16,6,1,48678.119
16,6,2,3877.913
16,6,3,42299.519
16,6,4,55056.718
16,6,5,7.966
16,7,1,66343.339
16,7,2,7716.091
16,7,3,53651.499
16,7,4,79035.18
16,7,5,11.631
16,8,1,35836.379
16,8,2,3754.269
16,8,3,29661.155
16,8,4,42011.602
16,8,5,10.476
16,9,1,54077.905
16,9,2,4437.943
16,9,3,46778.139
16,9,4,61377.671
16,9,5,8.207
16,10,1,45400.556
16,10,2,4735.099
16,10,3,37612.012
16,10,4,53189.101
16,10,5,10.43
16,11,1,47992.481
16,11,2,4047.646
16,11,3,41334.696
16,11,4,54650.265
16,11,5,8.434
16,12,1,43958.242
16,12,2,4570.088
16,12,3,36441.115
16,12,4,51475.369
16,12,5,10.396
16,13,1,35784.656
16,13,2,3748.961
16,13,3,29618.165
16,13,4,41951.148
16,13,5,10.476
16,14,1,55727.457
16,14,2,4611.071
16,14,3,48142.92
16,14,4,63311.994
16,14,5,8.274
16,15,1,47420.029
16,15,2,4932.821
16,15,3,39306.26
16,15,4,55533.798
16,15,5,10.402
16,16,1,53377.567
16,16,2,4426.832
16,16,3,46096.077
16,16,4,60659.057
16,16,5,8.293
16,17,1,40630.105
16,17,2,4231.718
16,17,3,33669.548
16,17,4,47590.662
16,17,5,10.415
16,18,1,44134.058
16,18,2,4596.1
16,18,3,36574.146
16,18,4,51693.97
16,18,5,10.414
16,19,1,52820.783
16,19,2,4371.908
16,19,3,45629.635
16,19,4,60011.932
16,19,5,8.277
16,20,1,44942.334
16,20,2,4687.736
16,20,3,37231.694
16,20,4,52652.974
16,20,5,10.431
16,21,1,39506.71
16,21,2,3299.774
16,21,3,34079.064
16,21,4,44934.355
16,21,5,8.352
16,22,1,45418.378
16,22,2,4740.032
16,22,3,37621.72
16,22,4,53215.037
16,22,5,10.436
16,23,1,56275.513
16,23,2,5929.789
16,23,3,46521.877
16,23,4,66029.148
16,23,5,10.537
16,24,1,41156.261
16,24,2,4296.781
16,24,3,34088.685
16,24,4,48223.838
16,24,5,10.44
16,25,1,46717.14
16,25,2,3850.186
16,25,3,40384.148
16,25,4,53050.131
16,25,5,8.241
16,26,1,36218.533
16,26,2,3802.755
16,26,3,29963.557
16,26,4,42473.509
16,26,5,10.499
16,27,1,40210.984
16,27,2,4242.061
16,27,3,33233.415
16,27,4,47188.554
16,27,5,10.55
16,28,1,57217.961
16,28,2,6054.169
16,28,3,47259.739
16,28,4,67176.182
16,28,5,10.581
16,29,1,34160.47
16,29,2,3576.229
16,29,3,28278.098
16,29,4,40042.843
16,29,5,10.469
16,30,1,55330.019
16,30,2,4641.077
16,30,3,47696.127
16,30,4,62963.911
16,30,5,8.388
16,31,1,41796.633
16,31,2,4423.68
16,31,3,34520.326
16,31,4,49072.939
16,31,5,10.584
16,32,1,41325.539
16,32,2,4307.529
16,32,3,34240.285
16,32,4,48410.793
16,32,5,10.423
16,33,1,44403.326
16,33,2,3677.311
16,33,3,38354.688
16,33,4,50451.965
16,33,5,8.282
16,34,1,49794.035
16,34,2,4824.835
16,34,3,41857.887
16,34,4,57730.183
16,34,5,9.69
16,35,1,38613.4
16,35,2,4019.355
16,35,3,32002.15
16,35,4,45224.651
16,35,5,10.409
16,36,1,51160.283
16,36,2,5330.463
16,36,3,42392.452
16,36,4,59928.114
16,36,5,10.419
16,37,1,45827.693
16,37,2,4824.617
16,37,3,37891.905
16,37,4,53763.481
16,37,5,10.528
16,38,1,48758.958
16,38,2,2262.199
16,38,3,45037.971
16,38,4,52479.945
16,38,5,4.64
16,39,1,44495.587
16,39,2,4646.385
16,39,3,36852.963
16,39,4,52138.21
16,39,5,10.442
16,40,1,42638.268
16,40,2,4446.156
16,40,3,35324.992
16,40,4,49951.544
16,40,5,10.428
16,41,1,43077.011
16,41,2,4509.721
16,41,3,35659.18
16,41,4,50494.843
16,41,5,10.469
16,42,1,42160.635
16,42,2,4416.541
16,42,3,34896.071
16,42,4,49425.199
16,42,5,10.476
16,43,1,59011.255
16,43,2,5450.334
16,43,3,50046.254
16,43,4,67976.256
16,43,5,9.236
16,44,1,51087.837
16,44,2,5347.721
16,44,3,42291.619
16,44,4,59884.054
16,44,5,10.468
16,45,1,60945.858
16,45,2,4999.682
16,45,3,52722.114
16,45,4,69169.603
16,45,5,8.203
16,46,1,47162.591
16,46,2,4998.922
16,46,3,38940.095
16,46,4,55385.086
16,46,5,10.599
16,47,1,40456.473
16,47,2,3357.13
16,47,3,34934.486
16,47,4,45978.461
16,47,5,8.298
16,48,1,47694.902
16,48,2,4972.003
16,48,3,39516.686
16,48,4,55873.119
16,48,5,10.425
16,49,1,44180.045
16,49,2,3676.453
16,49,3,38132.819
16,49,4,50227.271
16,49,5,8.322
16,50,1,55893.586
16,50,2,4575.032
16,50,3,48368.328
16,50,4,63418.844
16,50,5,8.185
16,51,1,71736.646
16,51,2,7647.422
16,51,3,59157.757
16,51,4,84315.535
16,51,5,10.66
16,52,1,64926.007
16,52,2,6110.193
16,52,3,54875.634
16,52,4,74976.38
16,52,5,9.411
16,53,1,73623.233
16,53,2,6744.244
16,53,3,62529.939
16,53,4,84716.528
16,53,5,9.16
16,54,1,42347.144
16,54,2,4458.94
16,54,3,35012.84
16,54,4,49681.448
16,54,5,10.529
16,55,1,45573.55
16,55,2,3740.101
16,55,3,39421.631
16,55,4,51725.468
16,55,5,8.207
16,56,1,34065.836
16,56,2,2798.571
