ent,mun,est,icpth
26,56,1,44743.173
26,56,2,4814.181
26,56,3,36824.55
26,56,4,52661.797
26,56,5,10.76
26,57,1,37869.056
26,57,2,4007.999
26,57,3,31276.485
26,57,4,44461.627
26,57,5,10.584
26,58,1,70103.028
26,58,2,4787.51
26,58,3,62228.275
26,58,4,77977.781
26,58,5,6.829
26,59,1,56147.178
26,59,2,5986.267
26,59,3,46300.645
26,59,4,65993.711
26,59,5,10.662
26,60,1,40149.86
26,60,2,4203.297
26,60,3,33236.051
26,60,4,47063.669
26,60,5,10.469
26,61,1,42030.016
26,61,2,4385.692
26,61,3,34816.195
26,61,4,49243.836
26,61,5,10.435
26,62,1,49232.096
26,62,2,5152.018
26,62,3,40757.78
26,62,4,57706.412
26,62,5,10.465
26,63,1,43136.298
26,63,2,4527.871
26,63,3,35688.613
26,63,4,50583.984
26,63,5,10.497
26,64,1,52300.253
26,64,2,5442.922
26,64,3,43347.443
26,64,4,61253.064
26,64,5,10.407
26,65,1,42922.747
26,65,2,4502.704
26,65,3,35516.459
26,65,4,50329.036
26,65,5,10.49
26,66,1,60232.173
26,66,2,5102.431
26,66,3,51839.421
26,66,4,68624.925
26,66,5,8.471
26,67,1,49179.354
26,67,2,4333.763
26,67,3,42050.949
26,67,4,56307.759
26,67,5,8.812
26,68,1,65904.11
26,68,2,5871.044
26,68,3,56247.102
26,68,4,75561.118
26,68,5,8.908
26,69,1,48423.811
26,69,2,5069.373
26,69,3,40085.435
26,69,4,56762.187
26,69,5,10.469
26,70,1,49215.102
26,70,2,5168.042
26,70,3,40714.43
26,70,4,57715.774
26,70,5,10.501
26,71,1,54962.93
26,71,2,5125.184
26,71,3,46532.753
26,71,4,63393.107
26,71,5,9.325
26,72,1,44866.596
26,72,2,4686.637
26,72,3,37157.764
26,72,4,52575.428
26,72,5,10.446
27,0,1,52095.422
27,0,2,1380.023
27,0,3,49825.487
27,0,4,54365.357
27,0,5,2.649
27,1,1,37787.504
27,1,2,3944.115
27,1,3,31300.013
27,1,4,44274.995
27,1,5,10.438
27,2,1,48886.722
27,2,2,2514.835
27,2,3,44750.187
27,2,4,53023.257
27,2,5,5.144
27,3,1,37935.652
27,3,2,2634.049
27,3,3,33603.028
27,3,4,42268.277
27,3,5,6.943
27,4,1,66571.703
27,4,2,3068.709
27,4,3,61524.127
27,4,4,71619.28
27,4,5,4.61
27,5,1,50354.232
27,5,2,3909.179
27,5,3,43924.205
27,5,4,56784.258
27,5,5,7.763
27,6,1,35777.385
27,6,2,1562.859
27,6,3,33206.711
27,6,4,38348.06
27,6,5,4.368
27,7,1,38543.132
27,7,2,3221.388
27,7,3,33244.42
27,7,4,43841.845
27,7,5,8.358
27,8,1,53828.463
27,8,2,2455.424
27,8,3,49789.649
27,8,4,57867.276
27,8,5,4.562
27,9,1,45195.496
27,9,2,3296.325
27,9,3,39773.524
27,9,4,50617.469
27,9,5,7.293
27,10,1,46684.051
27,10,2,2786.04
27,10,3,42101.423
27,10,4,51266.678
27,10,5,5.968
27,11,1,34657.437
27,11,2,2843.359
27,11,3,29980.528
27,11,4,39334.346
27,11,5,8.204
27,12,1,44037.138
27,12,2,3927.016
27,12,3,37577.771
27,12,4,50496.505
27,12,5,8.918
27,13,1,46182.207
27,13,2,3260.625
27,13,3,40818.956
27,13,4,51545.458
27,13,5,7.06
27,14,1,61193.977
27,14,2,6463.731
27,14,3,50562.087
27,14,4,71825.868
27,14,5,10.563
27,15,1,31508.523
27,15,2,2243.171
27,15,3,27818.835
27,15,4,35198.211
27,15,5,7.119
27,16,1,46350.708
27,16,2,2581.854
27,16,3,42103.936
27,16,4,50597.48
27,16,5,5.57
27,17,1,42144.98
27,17,2,4404.94
27,17,3,34899.499
27,17,4,49390.461
27,17,5,10.452
28,0,1,63520.762
28,0,2,1379.498
28,0,3,61251.69
28,0,4,65789.834
28,0,5,2.172
28,1,1,46390.924
28,1,2,4841.824
28,1,3,38426.832
28,1,4,54355.016
28,1,5,10.437
28,2,1,46690.735
28,2,2,4688.216
28,2,3,38979.306
28,2,4,54402.163
28,2,5,10.041
28,3,1,63274.528
28,3,2,3861.155
28,3,3,56923.493
28,3,4,69625.563
28,3,5,6.102
28,4,1,41595.012
28,4,2,4345.921
28,4,3,34446.608
28,4,4,48743.415
28,4,5,10.448
28,5,1,38484.358
28,5,2,4021.649
28,5,3,31869.334
28,5,4,45099.382
28,5,5,10.45
28,6,1,30958.341
28,6,2,2619.225
28,6,3,26650.099
28,6,4,35266.584
28,6,5,8.46
28,7,1,59452.827
28,7,2,6257.691
28,7,3,49159.841
28,7,4,69745.812
28,7,5,10.525
28,8,1,38861.813
28,8,2,4059.704
28,8,3,32184.194
28,8,4,45539.432
28,8,5,10.447
28,9,1,70220.632
28,9,2,4302.4
28,9,3,63143.814
28,9,4,77297.45
28,9,5,6.127
28,10,1,45483.143
28,10,2,3929.302
28,10,3,39020.017
28,10,4,51946.27
28,10,5,8.639
28,11,1,48372.285
28,11,2,4081.003
28,11,3,41659.632
28,11,4,55084.939
28,11,5,8.437
28,12,1,43537.962
28,12,2,3596.156
28,12,3,37622.812
28,12,4,49453.112
28,12,5,8.26
28,13,1,46065.255
28,13,2,3769.767
28,13,3,39864.541
28,13,4,52265.97
28,13,5,8.184
28,14,1,53165.289
28,14,2,5672.662
28,14,3,43834.59
28,14,4,62495.988
28,14,5,10.67
28,15,1,62628.629
28,15,2,5382.675
28,15,3,53774.917
28,15,4,71482.341
28,15,5,8.595
28,16,1,44693.728
28,16,2,3703.7
28,16,3,38601.683
28,16,4,50785.773
28,16,5,8.287
28,17,1,43592.436
28,17,2,3753.472
28,17,3,37418.524
28,17,4,49766.347
28,17,5,8.61
28,18,1,51858.106
28,18,2,5414.429
28,18,3,42952.163
28,18,4,60764.05
28,18,5,10.441
28,19,1,45209.988
28,19,2,4707.253
28,19,3,37467.247
28,19,4,52952.73
28,19,5,10.412
28,20,1,41932.535
28,20,2,4406.56
28,20,3,34684.388
28,20,4,49180.682
28,20,5,10.509
28,21,1,54693.489
28,21,2,3950.633
28,21,3,48195.275
28,21,4,61191.702
28,21,5,7.223
28,22,1,67925.595
28,22,2,3387.278
28,22,3,62354.018
28,22,4,73497.172
28,22,5,4.987
28,23,1,41456.046
28,23,2,4342.737
28,23,3,34312.88
28,23,4,48599.213
28,23,5,10.476
28,24,1,54230.52
28,24,2,5747.837
28,24,3,44776.169
28,24,4,63684.871
28,24,5,10.599
28,25,1,67416.649
28,25,2,7059.346
28,25,3,55805.059
28,25,4,79028.239
28,25,5,10.471
28,26,1,30429.263
28,26,2,3183.528
28,26,3,25192.826
28,26,4,35665.701
28,26,5,10.462
28,27,1,73035.765
28,27,2,4239.468
28,27,3,66062.461
28,27,4,80009.068
28,27,5,5.805
28,28,1,40367.193
28,28,2,4225.549
28,28,3,33416.783
28,28,4,47317.602
28,28,5,10.468
28,29,1,47883.579
28,29,2,4975.632
28,29,3,39699.394
28,29,4,56067.765
28,29,5,10.391
28,30,1,48475.089
28,30,2,2106.447
28,30,3,45010.292
28,30,4,51939.886
28,30,5,4.345
28,31,1,42295.122
28,31,2,4406.704
28,31,3,35046.739
28,31,4,49543.506
28,31,5,10.419
28,32,1,63717.399
28,32,2,2666.317
28,32,3,59331.697
28,32,4,68103.101
28,32,5,4.185
28,33,1,52878.732
28,33,2,2356.56
28,33,3,49002.535
28,33,4,56754.929
28,33,5,4.457
28,34,1,34523.259
28,34,2,2807.726
28,34,3,29904.962
28,34,4,39141.557
28,34,5,8.133
28,35,1,49825.202
28,35,2,5182.243
28,35,3,41301.171
28,35,4,58349.233
28,35,5,10.401
28,36,1,33119.633
28,36,2,3468.257
28,36,3,27414.857
28,36,4,38824.408
28,36,5,10.472
28,37,1,48168.704
28,37,2,3963.444
28,37,3,41649.419
28,37,4,54687.988
28,37,5,8.228
28,38,1,65022.706
28,38,2,3450.232
28,38,3,59347.579
28,38,4,70697.832
28,38,5,5.306
28,39,1,40671.32
28,39,2,3863.857
28,39,3,34315.841
28,39,4,47026.799
28,39,5,9.5
28,40,1,56883.047
28,40,2,5914.402
28,40,3,47154.722
28,40,4,66611.372
28,40,5,10.397
28,41,1,66673.473
28,41,2,3370.399
28,41,3,61129.66
28,41,4,72217.286
28,41,5,5.055
28,42,1,41623.586
28,42,2,4353.903
28,42,3,34462.053
28,42,4,48785.119
28,42,5,10.46
28,43,1,68961.317
28,43,2,4729.989
28,43,3,61181.177
28,43,4,76741.458
28,43,5,6.859
29,0,1,46294.777
29,0,2,922.486
29,0,3,44777.422
29,0,4,47812.132
29,0,5,1.993
29,1,1,46212.556
29,1,2,3895.215
29,1,3,39805.498
29,1,4,52619.615
29,1,5,8.429
29,2,1,46839.588
29,2,2,2481.119
29,2,3,42758.511
29,2,4,50920.665
29,2,5,5.297
29,3,1,46789.748
29,3,2,4889.313
29,3,3,38747.543
29,3,4,54831.953
29,3,5,10.45
29,4,1,37818.277
29,4,2,3144.445
29,4,3,32646.125
29,4,4,42990.43
29,4,5,8.315
29,5,1,48033.657
29,5,2,2885.94
29,5,3,43286.708
29,5,4,52780.605
29,5,5,6.008
29,6,1,45082.779
29,6,2,3338.924
29,6,3,39590.737
29,6,4,50574.82
29,6,5,7.406
29,7,1,36571.543
29,7,2,3045.667
29,7,3,31561.868
29,7,4,41581.219
29,7,5,8.328
29,8,1,38759.791
29,8,2,3231.629
29,8,3,33444.235
29,8,4,44075.347
29,8,5,8.338
29,9,1,42003.006
29,9,2,4401.381
29,9,3,34763.378
29,9,4,49242.634
29,9,5,10.479
29,10,1,54430.191
29,10,2,4556.499
29,10,3,46935.418
29,10,4,61924.964
29,10,5,8.371
29,11,1,41289.46
29,11,2,4331.71
29,11,3,34164.432
29,11,4,48414.489
29,11,5,10.491
29,12,1,33189.78
29,12,2,2784.86
29,12,3,28609.093
29,12,4,37770.467
29,12,5,8.391
29,13,1,44225.531
29,13,2,2682.69
29,13,3,39812.898
29,13,4,48638.163
29,13,5,6.066
29,14,1,37946.686
29,14,2,2427.722
29,14,3,33953.438
29,14,4,41939.933
29,14,5,6.398
29,15,1,49005.481
29,15,2,3095.454
29,15,3,43913.912
29,15,4,54097.05
29,15,5,6.317
29,16,1,41466.637
29,16,2,4320.592
29,16,3,34359.895
29,16,4,48573.379
29,16,5,10.419
29,17,1,40038.512
29,17,2,3378.736
29,17,3,34480.986
29,17,4,45596.037
29,17,5,8.439
29,18,1,44108.867
29,18,2,3657.396
29,18,3,38092.987
29,18,4,50124.748
29,18,5,8.292
29,19,1,38945.556
29,19,2,2096.784
29,19,3,35496.654
29,19,4,42394.459
29,19,5,5.384
29,20,1,37668.84
29,20,2,3144.414
29,20,3,32496.74
29,20,4,42840.94
29,20,5,8.348
29,21,1,40618.736
29,21,2,2485.489
29,21,3,36530.471
29,21,4,44707.001
29,21,5,6.119
29,22,1,64087.148
29,22,2,5474.789
29,22,3,55081.922
29,22,4,73092.373
29,22,5,8.543
29,23,1,37734.514
29,23,2,1214.379
29,23,3,35737.039
29,23,4,39731.989
29,23,5,3.218
29,24,1,53559.779
29,24,2,2063.885
29,24,3,50164.99
29,24,4,56954.568
29,24,5,3.853
29,25,1,44407.772
29,25,2,1684.519
29,25,3,41636.985
29,25,4,47178.558
29,25,5,3.793
29,26,1,44094.373
29,26,2,3987.29
29,26,3,37535.864
29,26,4,50652.881
29,26,5,9.043
29,27,1,41371.121
29,27,2,3177.328
29,27,3,36144.882
29,27,4,46597.36
29,27,5,7.68
29,28,1,48228.791
29,28,2,4023.523
29,28,3,41610.685
29,28,4,54846.897
29,28,5,8.343
29,29,1,49282.849
29,29,2,4096.56
29,29,3,42544.606
29,29,4,56021.091
29,29,5,8.312
29,30,1,35367.382
29,30,2,3735.896
29,30,3,29222.379
29,30,4,41512.384
29,30,5,10.563
29,31,1,43498.772
29,31,2,2195.903
29,31,3,39886.833
29,31,4,47110.711
29,31,5,5.048
29,32,1,48397.876
29,32,2,4036.403
29,32,3,41758.584
29,32,4,55037.168
29,32,5,8.34
29,33,1,60011.403
29,33,2,4024.706
29,33,3,53391.351
29,33,4,66631.454
29,33,5,6.707
29,34,1,49277.318
29,34,2,4682.193
29,34,3,41575.796
29,34,4,56978.839
29,34,5,9.502
29,35,1,34806.865
29,35,2,2731.74
29,35,3,30313.553
29,35,4,39300.177
29,35,5,7.848
29,36,1,56671.938
29,36,2,4787.774
29,36,3,48796.751
29,36,4,64547.125
29,36,5,8.448
29,37,1,38638.149
29,37,2,3225.719
29,37,3,33332.314
29,37,4,43943.984
29,37,5,8.349
29,38,1,41519.332
29,38,2,2156.546
29,38,3,37972.13
29,38,4,45066.534
29,38,5,5.194
29,39,1,42418.2
29,39,2,3087.544
29,39,3,37339.641
29,39,4,47496.758
29,39,5,7.279
29,40,1,40740.682
29,40,2,3517.526
29,40,3,34954.867
29,40,4,46526.498
29,40,5,8.634
29,41,1,45919.915
29,41,2,2839.464
29,41,3,41249.413
29,41,4,50590.417
29,41,5,6.184
29,42,1,39150.431
29,42,2,2154.574
29,42,3,35606.472
29,42,4,42694.39
29,42,5,5.503
29,43,1,52166.574
29,43,2,4688.933
29,43,3,44453.965
29,43,4,59879.182
29,43,5,8.988
29,44,1,43762.512
29,44,2,2584.226
29,44,3,39511.838
29,44,4,48013.186
29,44,5,5.905
29,45,1,35591.03
29,45,2,3727.417
29,45,3,29459.976
29,45,4,41722.085
29,45,5,10.473
29,46,1,30836.422
29,46,2,3249.056
29,46,3,25492.201
29,46,4,36180.644
29,46,5,10.536
29,47,1,31009.765
29,47,2,3280.39
29,47,3,25614.002
29,47,4,36405.527
29,47,5,10.579
29,48,1,46822.952
29,48,2,4891.826
29,48,3,38776.614
29,48,4,54869.291
29,48,5,10.447
29,49,1,47249.779
29,49,2,1294.855
29,49,3,45119.932
29,49,4,49379.627
29,49,5,2.74
29,50,1,40594.376
29,50,2,3214.46
29,50,3,35307.059
29,50,4,45881.693
29,50,5,7.918
29,51,1,25647.618
29,51,2,1992.768
29,51,3,22369.805
29,51,4,28925.43
29,51,5,7.77
29,52,1,35197.139
29,52,2,2895.664
29,52,3,30434.196
29,52,4,39960.083
29,52,5,8.227
29,53,1,42425.585
29,53,2,2871.613
29,53,3,37702.202
29,53,4,47148.969
29,53,5,6.769
29,54,1,45766.947
29,54,2,957.536
29,54,3,44191.94
29,54,4,47341.953
29,54,5,2.092
29,55,1,36387.979
29,55,2,3812.602
29,55,3,30116.807
29,55,4,42659.152
29,55,5,10.478
29,56,1,39892.411
29,56,2,3367.988
29,56,3,34352.564
29,56,4,45432.258
29,56,5,8.443
29,57,1,39089.052
29,57,2,4143.703
29,57,3,32273.268
29,57,4,45904.837
29,57,5,10.601
29,58,1,38171.151
29,58,2,4040.738
29,58,3,31524.728
29,58,4,44817.573
29,58,5,10.586
29,59,1,35856.399
29,59,2,3032.981
29,59,3,30867.59
29,59,4,40845.209
29,59,5,8.459
29,60,1,47194.221
29,60,2,4360.099
29,60,3,40022.497
29,60,4,54365.945
29,60,5,9.239
30,0,1,44637.105
30,0,2,1517.02
30,0,3,42141.829
30,0,4,47132.381
30,0,5,3.399
30,1,1,36670.09
30,1,2,3820.236
30,1,3,30386.361
30,1,4,42953.818
30,1,5,10.418
30,2,1,31238.735
30,2,2,3293.416
30,2,3,25821.547
30,2,4,36655.923
30,2,5,10.543
30,3,1,47770.244
30,3,2,4993.945
30,3,3,39555.936
30,3,4,55984.553
30,3,5,10.454
30,4,1,38745.688
30,4,2,3148.307
30,4,3,33567.184
30,4,4,43924.193
30,4,5,8.126
30,5,1,33832.532
30,5,2,3556.285
30,5,3,27982.964
30,5,4,39682.099
30,5,5,10.511
30,6,1,36132.606
30,6,2,2975.479
30,6,3,31238.379
30,6,4,41026.833
30,6,5,8.235
30,7,1,31908.537
30,7,2,2699.818
30,7,3,27467.73
30,7,4,36349.343
30,7,5,8.461
30,8,1,28021.328
30,8,2,2935.105
30,8,3,23193.51
30,8,4,32849.145
30,8,5,10.475
30,9,1,44311.436
30,9,2,4631.024
30,9,3,36694.079
30,9,4,51928.794
30,9,5,10.451
30,10,1,36596.224
30,10,2,3807.843
30,10,3,30332.881
30,10,4,42859.568
30,10,5,10.405
30,11,1,52380.01
30,11,2,5471.911
30,11,3,43379.517
30,11,4,61380.504
30,11,5,10.447
30,12,1,36976.682
30,12,2,3882.631
30,12,3,30590.323
30,12,4,43363.042
30,12,5,10.5
30,13,1,52398.408
30,13,2,5509.587
30,13,3,43335.944
30,13,4,61460.873
30,13,5,10.515
30,14,1,38425.256
30,14,2,3133.648
30,14,3,33270.863
30,14,4,43579.648
30,14,5,8.155
30,15,1,36136.327
30,15,2,2973.204
30,15,3,31245.843
30,15,4,41026.812
30,15,5,8.228
30,16,1,59882.479
30,16,2,6278.906
30,16,3,49554.597
30,16,4,70210.361
30,16,5,10.485
30,17,1,42904.692
30,17,2,4506.582
30,17,3,35492.024
30,17,4,50317.36
30,17,5,10.504
30,18,1,26235.762
30,18,2,2772.487
30,18,3,21675.427
30,18,4,30796.097
30,18,5,10.568
30,19,1,30301.594
30,19,2,3178.497
30,19,3,25073.432
30,19,4,35529.756
30,19,5,10.49
30,20,1,29314.504
30,20,2,3058.392
30,20,3,24283.896
30,20,4,34345.111
30,20,5,10.433
30,21,1,48451.198
30,21,2,5100.575
30,21,3,40061.499
30,21,4,56840.896
30,21,5,10.527
30,22,1,32816.861
30,22,2,3429.064
30,22,3,27176.552
30,22,4,38457.169
30,22,5,10.449
30,23,1,28895.523
30,23,2,2359.652
30,23,3,25014.241
30,23,4,32776.804
30,23,5,8.166
30,24,1,26237.121
30,24,2,2200.658
30,24,3,22617.36
30,24,4,29856.881
30,24,5,8.388
30,25,1,26617.451
30,25,2,2821.528
30,25,3,21976.45
30,25,4,31258.452
30,25,5,10.6
30,26,1,49180.646
30,26,2,5117.559
30,26,3,40763.01
30,26,4,57598.281
30,26,5,10.406
30,27,1,27844.328
30,27,2,2927.629
30,27,3,23028.807
30,27,4,32659.85
30,27,5,10.514
30,28,1,70216.637
30,28,2,7342.015
30,28,3,58140.098
30,28,4,82293.176
30,28,5,10.456
30,29,1,24446.904
30,29,2,2579.886
30,29,3,20203.368
30,29,4,28690.439
30,29,5,10.553
30,30,1,47568.094
30,30,2,3921.618
30,30,3,41117.606
30,30,4,54018.582
30,30,5,8.244
30,31,1,32719.315
30,31,2,3425.574
30,31,3,27084.747
30,31,4,38353.883
30,31,5,10.47
30,32,1,34286.66
30,32,2,2795.925
30,32,3,29687.774
30,32,4,38885.547
30,32,5,8.155
30,33,1,39118.844
30,33,2,3223.408
30,33,3,33816.81
30,33,4,44420.877
30,33,5,8.24
30,34,1,50222.62
30,34,2,4218.716
30,34,3,43283.45
30,34,4,57161.791
30,34,5,8.4
30,35,1,32338.339
30,35,2,3392.798
30,35,3,26757.683
30,35,4,37918.996
30,35,5,10.492
30,36,1,35311.053
30,36,2,3682.211
30,36,3,29254.355
30,36,4,41367.751
30,36,5,10.428
30,37,1,24614.604
30,37,2,2596.726
30,37,3,20343.369
30,37,4,28885.838
30,37,5,10.55
30,38,1,48324.896
30,38,2,3870.698
30,38,3,41958.165
30,38,4,54691.627
30,38,5,8.01
30,39,1,62043.384
30,39,2,5390.486
30,39,3,53176.824
30,39,4,70909.943
30,39,5,8.688
30,40,1,46746.904
30,40,2,4179.276
30,40,3,39872.606
30,40,4,53621.202
30,40,5,8.94
30,41,1,30176.512
30,41,2,3176.757
30,41,3,24951.212
30,41,4,35401.812
30,41,5,10.527
30,42,1,33223.327
30,42,2,3486.012
30,42,3,27489.348
30,42,4,38957.306
30,42,5,10.493
30,43,1,28802.438
30,43,2,2832.282
30,43,3,24143.75
30,43,4,33461.127
30,43,5,9.833
30,44,1,44133.215
30,44,2,2813.684
30,44,3,39505.118
30,44,4,48761.313
30,44,5,6.375
30,45,1,53584.821
30,45,2,5611.456
30,45,3,44354.797
30,45,4,62814.846
30,45,5,10.472
30,46,1,34270.568
30,46,2,3600.352
30,46,3,28348.516
30,46,4,40192.621
30,46,5,10.506
30,47,1,33380.786
30,47,2,3475.164
30,47,3,27664.65
30,47,4,39096.922
30,47,5,10.411
30,48,1,46541.378
30,48,2,4085.838
30,48,3,39820.772
30,48,4,53261.984
30,48,5,8.779
30,49,1,39155.709
30,49,2,3246.955
30,49,3,33814.942
30,49,4,44496.475
30,49,5,8.292
30,50,1,30654.97
30,50,2,3205.006
30,50,3,25383.203
30,50,4,35926.736
30,50,5,10.455
30,51,1,29955.212
30,51,2,2498.977
30,51,3,25844.761
30,51,4,34065.664
30,51,5,8.342
30,52,1,45391.886
30,52,2,3807.563
30,52,3,39129.002
30,52,4,51654.771
30,52,5,8.388
30,53,1,36736.142
30,53,2,425.463
30,53,3,36036.317
30,53,4,37435.967
30,53,5,1.158
30,54,1,35259
30,54,2,3705.212
30,54,3,29164.47
30,54,4,41353.531
30,54,5,10.509
30,55,1,31372.422
30,55,2,3292.127
30,55,3,25957.356
30,55,4,36787.489
30,55,5,10.494
30,56,1,26532.685
30,56,2,2797.312
30,56,3,21931.516
30,56,4,31133.854
30,56,5,10.543
30,57,1,23981.421
30,57,2,2012.912
30,57,3,20670.476
30,57,4,27292.366
30,57,5,8.394
30,58,1,33459.81
30,58,2,3507.904
30,58,3,27689.821
30,58,4,39229.798
30,58,5,10.484
30,59,1,42151.427
30,59,2,4435.63
30,59,3,34855.465
30,59,4,49447.389
30,59,5,10.523
30,60,1,35234.053
30,60,2,3693.701
30,60,3,29158.456
30,60,4,41309.65
30,60,5,10.483
30,61,1,45833.463
30,61,2,3718.459
30,61,3,39717.143
30,61,4,51949.783
30,61,5,8.113
30,62,1,35561.825
30,62,2,2958.332
30,62,3,30695.802
30,62,4,40427.848
30,62,5,8.319
30,63,1,32697.698
30,63,2,3432.058
30,63,3,27052.465
30,63,4,38342.931
30,63,5,10.496
30,64,1,29475.456
30,64,2,3082.103
30,64,3,24405.847
30,64,4,34545.065
30,64,5,10.457
30,65,1,46029.6
30,65,2,4801.455
30,65,3,38131.909
30,65,4,53927.29
30,65,5,10.431
30,66,1,33080.271
30,66,2,3447.162
30,66,3,27410.195
30,66,4,38750.348
30,66,5,10.421
30,67,1,24252.631
30,67,2,2558.331
30,67,3,20044.551
30,67,4,28460.71
30,67,5,10.549
30,68,1,46194.759
30,68,2,3739.839
30,68,3,40043.271
30,68,4,52346.247
30,68,5,8.096
30,69,1,44807.654
30,69,2,4686.837
30,69,3,37098.494
30,69,4,52516.815
30,69,5,10.46
30,70,1,31884.659
30,70,2,2672.905
30,70,3,27488.122
30,70,4,36281.197
30,70,5,8.383
30,71,1,42637.543
30,71,2,3494.033
30,71,3,36890.37
30,71,4,48384.715
30,71,5,8.195
30,72,1,29924.432
30,72,2,3139.132
30,72,3,24761.019
30,72,4,35087.845
30,72,5,10.49
30,73,1,32445.678
30,73,2,2645.065
30,73,3,28094.933
30,73,4,36796.423
30,73,5,8.152
30,74,1,52661.878
30,74,2,5580.472
30,74,3,43482.819
30,74,4,61840.938
30,74,5,10.597
30,75,1,43673.945
30,75,2,3667.181
30,75,3,37641.969
30,75,4,49705.921
30,75,5,8.397
30,76,1,23998.428
30,76,2,2530.677
30,76,3,19835.835
30,76,4,28161.021
30,76,5,10.545
30,77,1,44286.213
30,77,2,4609.648
30,77,3,36704.017
30,77,4,51868.41
30,77,5,10.409
30,78,1,30643.636
30,78,2,3228.976
30,78,3,25332.444
30,78,4,35954.828
30,78,5,10.537
30,79,1,28732.1
30,79,2,3033.221
30,79,3,23742.895
30,79,4,33721.305
30,79,5,10.557
30,80,1,35819.979
30,80,2,2960.966
30,80,3,30949.624
30,80,4,40690.334
30,80,5,8.266
30,81,1,39971.944
30,81,2,4219.692
30,81,3,33031.169
30,81,4,46912.719
30,81,5,10.557
30,82,1,49277.723
30,82,2,5127.574
30,82,3,40843.614
30,82,4,57711.832
30,82,5,10.405
30,83,1,27338.726
30,83,2,2234.033
30,83,3,23664.068
30,83,4,31013.384
30,83,5,8.172
30,84,1,37423.944
30,84,2,3936.166
30,84,3,30949.527
30,84,4,43898.361
30,84,5,10.518
30,85,1,39399.869
30,85,2,3260.781
30,85,3,34036.362
30,85,4,44763.376
30,85,5,8.276
30,86,1,35842.781
30,86,2,3733.296
30,86,3,29702.056
30,86,4,41983.506
30,86,5,10.416
30,87,1,56747.445
30,87,2,3060.762
30,87,3,51712.94
30,87,4,61781.95
30,87,5,5.394
30,88,1,29452.208
30,88,2,3145.36
30,88,3,24278.55
30,88,4,34625.865
30,88,5,10.68
30,89,1,43901.304
30,89,2,4590.004
30,89,3,36351.419
30,89,4,51451.188
30,89,5,10.455
30,90,1,34895.782
30,90,2,2952.479
30,90,3,30039.386
30,90,4,39752.179
30,90,5,8.461
30,91,1,38844.245
30,91,2,4043.729
30,91,3,32192.902
30,91,4,45495.587
30,91,5,10.41
30,92,1,39527.59
30,92,2,4119.234
30,92,3,32752.053
30,92,4,46303.127
30,92,5,10.421
30,93,1,37045.87
30,93,2,3870.626
30,93,3,30679.257
30,93,4,43412.483
30,93,5,10.448
30,94,1,38518.255
30,94,2,1524.023
30,94,3,36011.46
30,94,4,41025.05
30,94,5,3.957
30,95,1,32415.754
30,95,2,3401.535
30,95,3,26820.728
30,95,4,38010.781
30,95,5,10.493
30,96,1,31886.648
30,96,2,3393.39
30,96,3,26305.019
30,96,4,37468.277
30,96,5,10.642
30,97,1,57225.195
30,97,2,6027.159
30,97,3,47311.401
30,97,4,67138.989
30,97,5,10.532
30,98,1,27211.451
30,98,2,2849.624
30,98,3,22524.236
30,98,4,31898.666
30,98,5,10.472
30,99,1,33482.011
30,99,2,3500.324
30,99,3,27724.491
30,99,4,39239.532
30,99,5,10.454
30,100,1,35564.13
30,100,2,2981.013
30,100,3,30660.8
30,100,4,40467.461
30,100,5,8.382
30,101,1,37778.82
30,101,2,3938.916
30,101,3,31299.879
30,101,4,44257.761
30,101,5,10.426
30,102,1,45042.774
30,102,2,2837.197
30,102,3,40376
30,102,4,49709.548
30,102,5,6.299
30,103,1,25659.599
30,103,2,2172.381
30,103,3,22086.35
30,103,4,29232.848
30,103,5,8.466
30,104,1,22327.632
30,104,2,1129.38
30,104,3,20469.968
30,104,4,24185.296
30,104,5,5.058
30,105,1,49215.662
30,105,2,5144.585
30,105,3,40753.573
30,105,4,57677.751
30,105,5,10.453
30,106,1,29162.094
30,106,2,3068.957
30,106,3,24114.108
30,106,4,34210.079
30,106,5,10.524
30,107,1,28232.908
30,107,2,2952.069
30,107,3,23377.186
30,107,4,33088.63
30,107,5,10.456
30,108,1,60170.139
30,108,2,5905.219
30,108,3,50456.918
30,108,4,69883.361
30,108,5,9.814
30,109,1,43154.237
30,109,2,3575.08
30,109,3,37273.753
30,109,4,49034.721
30,109,5,8.284
30,110,1,24126.604
30,110,2,2540.288
30,110,3,19948.201
30,110,4,28305.006
30,110,5,10.529
30,111,1,45051.678
30,111,2,4689.78
30,111,3,37337.676
30,111,4,52765.679
30,111,5,10.41
30,112,1,39646.264
30,112,2,4140.457
30,112,3,32835.818
30,112,4,46456.71
30,112,5,10.443
30,113,1,35387.959
30,113,2,3689.723
30,113,3,29318.905
30,113,4,41457.013
30,113,5,10.426
30,114,1,39093.554
30,114,2,4097.314
30,114,3,32354.072
30,114,4,45833.037
30,114,5,10.481
30,115,1,43466.58
30,115,2,3929.851
30,115,3,37002.551
30,115,4,49930.608
30,115,5,9.041
30,116,1,43317.921
30,116,2,4526.339
30,116,3,35872.756
30,116,4,50763.085
30,116,5,10.449
30,117,1,33832.285
30,117,2,2809.617
30,117,3,29210.876
30,117,4,38453.694
30,117,5,8.305
30,118,1,53753.75
30,118,2,4319.372
30,118,3,46649.015
30,118,4,60858.484
30,118,5,8.035
